subscriber_id,predicted_churn_probability_calibrated,model_score_ranking_raw,risk_tier,top_driver,recommended_action,rule_id,campaign_priority,campaign_queue_rank,primary_channel,intervention_type,human_touch_flag,campaign_cost_tier,secondary_channel,shap_explanation_summary
6322,0.1091,0.6576,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.067 — Prepaid segment associated with higher churn risk; Customer age: +0.006 — Increases predicted churn risk
6351,0.1091,0.7025,Low,Prepaid SIM + very short tenure,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.076 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.044 — Increases predicted churn risk
6388,0.1091,0.3844,Low,Low VAS penetration (1–2 products),"Stickiness Cross-sell: 7-day international roaming pass + super-app financial wallet activation with 50,000 Toman cashback on first bill payment via wallet.",R06_VAS_PARTIAL,P4,4.0008909,app_push,digital_retention,False,C1,SMS,Prepaid SIM: +0.043 — Prepaid segment associated with higher churn risk; Monthly bill vs lifetime ARPU: +0.005 — Spend spike vs history raises risk
6392,0.1091,0.2871,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008909,SMS,digital_retention,False,C1,app_push,"≥2 ecosystem + modern network: +0.016 — Increases predicted churn risk; Capable, VoLTE=no: +0.015 — VoLTE non-adoption raises risk"
6425,0.1091,0.0841,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008909,SMS,digital_retention,False,C1,app_push,"Capable, VoLTE=no: +0.032 — VoLTE non-adoption raises risk; Count ecosystem yes (capable): +0.019 — Increases predicted churn risk"
6431,0.1091,0.0369,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.067 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.015 — Increases predicted churn risk
6433,0.1091,0.2463,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008909,SMS,digital_retention,False,C1,app_push,"Prepaid SIM: +0.047 — Prepaid segment associated with higher churn risk; Capable, VoLTE=no: +0.022 — VoLTE non-adoption raises risk"
6452,0.1091,0.0021,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008909,app_push,digital_retention,False,C1,SMS,log1p(monthly spend): +0.029 — Increases predicted churn risk; 2G=0 … 5G=3: +0.029 — Increases predicted churn risk
6465,0.1091,0.8891,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008909,SMS,digital_retention,False,C1,app_push,"Prepaid SIM: +0.051 — Prepaid segment associated with higher churn risk; Capable, VoLTE=no: +0.030 — VoLTE non-adoption raises risk"
6503,0.1091,0.7187,Low,Low VAS penetration (1–2 products),"Stickiness Cross-sell: 7-day international roaming pass + super-app financial wallet activation with 50,000 Toman cashback on first bill payment via wallet.",R06_VAS_PARTIAL,P4,4.0008909,app_push,digital_retention,False,C1,SMS,Prepaid SIM: +0.066 — Prepaid segment associated with higher churn risk; Gender male: +0.003 — Increases predicted churn risk
6535,0.1091,0.2195,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008909,SMS,digital_retention,False,C1,app_push,2G=0 … 5G=3: +0.025 — Increases predicted churn risk; log1p(monthly spend): +0.015 — Increases predicted churn risk
6540,0.1091,0.1323,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008909,app_push,digital_retention,False,C1,SMS,Prepaid SIM: +0.036 — Prepaid segment associated with higher churn risk; Count ecosystem yes (capable): +0.010 — Increases predicted churn risk
6549,0.1091,0.9181,Low,Low VAS penetration (1–2 products),"Stickiness Cross-sell: 7-day international roaming pass + super-app financial wallet activation with 50,000 Toman cashback on first bill payment via wallet.",R06_VAS_PARTIAL,P4,4.0008909,app_push,digital_retention,False,C1,SMS,Prepaid SIM: +0.057 — Prepaid segment associated with higher churn risk; Intl roaming 1/0/-1: +0.004 — Increases predicted churn risk
6567,0.1091,0.4826,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008909,app_push,digital_retention,False,C1,SMS,log1p(monthly spend): +0.030 — Increases predicted churn risk; 2G=0 … 5G=3: +0.029 — Increases predicted churn risk
6577,0.1091,0.6625,Low,Prepaid SIM + very short tenure,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.077 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.045 — Increases predicted churn risk
6620,0.1091,0.2949,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.079 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.021 — Increases predicted churn risk
6649,0.1091,0.3824,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.072 — Prepaid segment associated with higher churn risk; Customer age: +0.005 — Increases predicted churn risk
6650,0.1091,0.6346,Low,Prepaid SIM + very short tenure,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.072 — Prepaid segment associated with higher churn risk; Prepaid & tenure ≤6m: +0.022 — Increases predicted churn risk
6652,0.1091,0.0697,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008909,SMS,monitor_only,False,C0,,Prepaid SIM: +0.052 — Prepaid segment associated with higher churn risk; Gender male: +0.005 — Increases predicted churn risk
6667,0.1091,0.9126,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008909,SMS,monitor_only,False,C0,,Prepaid SIM: +0.030 — Prepaid segment associated with higher churn risk; ≥2 ecosystem + modern network: +0.005 — Increases predicted churn risk
6687,0.1091,0.1955,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008909,app_push,digital_retention,False,C1,SMS,log1p(monthly spend): +0.029 — Increases predicted churn risk; Normalized monthly + lifetime ARPU blend: +0.026 — Increases predicted churn risk
6693,0.1091,0.7355,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008909,SMS,monitor_only,False,C0,,Prepaid SIM: +0.039 — Prepaid segment associated with higher churn risk; Gender male: +0.005 — Increases predicted churn risk
6695,0.1091,0.1167,Low,First-year postpaid subscriber,Postpaid Loyalty Lock: 10% loyalty discount on months 7–12 when customer accepts e-bill + auto-pay setup within 14 days (contract amendment digital).,R08_POSTPAID_EARLY,P4,4.0008909,app_push,digital_retention,False,C1,SMS,SIM tenure months: +0.029 — Increases predicted churn risk; ≥2 ecosystem + modern network: +0.017 — Increases predicted churn risk
6701,0.1091,0.5677,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008909,SMS,digital_retention,False,C1,app_push,log1p(monthly spend): +0.024 — Increases predicted churn risk; Count ecosystem yes (capable): +0.022 — Increases predicted churn risk
6726,0.1091,0.5642,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.066 — Prepaid segment associated with higher churn risk; Gender male: +0.003 — Increases predicted churn risk
6760,0.1091,0.9556,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008909,SMS,digital_retention,False,C1,app_push,"2G=0 … 5G=3: +0.025 — Increases predicted churn risk; Capable, VoLTE=no: +0.024 — VoLTE non-adoption raises risk"
6827,0.1091,0.5776,Low,Prepaid SIM + very short tenure,Prepaid Welcome Save: 30-day onboarding SMS journey + 20% bonus credit on the next two recharges completed within 45 days (auto-applied on recharge).,R01_PREPAID_INFANT,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.066 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.044 — Increases predicted churn risk
6836,0.1091,0.5508,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008909,SMS,digital_retention,False,C1,app_push,"Capable, VoLTE=no: +0.027 — VoLTE non-adoption raises risk; 2G=0 … 5G=3: +0.025 — Increases predicted churn risk"
6853,0.1091,0.8015,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008909,SMS,monitor_only,False,C0,,Prepaid SIM: +0.051 — Prepaid segment associated with higher churn risk; Customer age: +0.005 — Increases predicted churn risk
6904,0.1091,0.9261,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008909,SMS,monitor_only,False,C0,,≥2 ecosystem + modern network: +0.019 — Increases predicted churn risk; Sum Hamrah Man+Rubika+EWANO+VoLTE yes: +0.008 — Low digital engagement raises risk
6916,0.1091,0.6571,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008909,SMS,digital_retention,False,C1,app_push,"Capable, VoLTE=no: +0.023 — VoLTE non-adoption raises risk; Count ecosystem yes (capable): +0.022 — Increases predicted churn risk"
6990,0.1091,0.323,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008909,SMS,digital_retention,False,C1,app_push,"Capable, VoLTE=no: +0.019 — VoLTE non-adoption raises risk; ≥2 ecosystem + modern network: +0.015 — Increases predicted churn risk"
7021,0.1091,0.8954,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008909,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.074 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.010 — Increases predicted churn risk
7022,0.1091,0.1537,Low,Low VAS penetration (1–2 products),"Stickiness Cross-sell: 7-day international roaming pass + super-app financial wallet activation with 50,000 Toman cashback on first bill payment via wallet.",R06_VAS_PARTIAL,P4,4.0008909,app_push,digital_retention,False,C1,SMS,SIM tenure months: +0.026 — Increases predicted churn risk; Customer age: +0.013 — Increases predicted churn risk
7037,0.1091,0.322,Low,First-year postpaid subscriber,Postpaid Loyalty Lock: 10% loyalty discount on months 7–12 when customer accepts e-bill + auto-pay setup within 14 days (contract amendment digital).,R08_POSTPAID_EARLY,P4,4.0008909,app_push,digital_retention,False,C1,SMS,SIM tenure months: +0.026 — Increases predicted churn risk; ≥2 ecosystem + modern network: +0.014 — Increases predicted churn risk
4121,0.1073,0.1014,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008927,SMS,digital_retention,False,C1,app_push,"2G=0 … 5G=3: +0.024 — Increases predicted churn risk; Capable, VoLTE=no: +0.019 — VoLTE non-adoption raises risk"
4651,0.1071,0.5345,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008929,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.058 — Prepaid segment associated with higher churn risk; Monthly bill vs lifetime ARPU: +0.004 — Spend spike vs history raises risk
64,0.1053,0.598,Low,Low VAS penetration (1–2 products),"Stickiness Cross-sell: 7-day international roaming pass + super-app financial wallet activation with 50,000 Toman cashback on first bill payment via wallet.",R06_VAS_PARTIAL,P4,4.0008947,app_push,digital_retention,False,C1,SMS,SIM tenure months: +0.014 — Increases predicted churn risk; Customer age: +0.007 — Increases predicted churn risk
107,0.1053,0.0965,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008947,SMS,digital_retention,False,C1,app_push,log1p(monthly spend): +0.028 — Increases predicted churn risk; 2G=0 … 5G=3: +0.021 — Increases predicted churn risk
176,0.1053,0.6927,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008947,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.057 — Prepaid segment associated with higher churn risk; Gender male: +0.003 — Increases predicted churn risk
199,0.1053,0.0819,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008947,app_push,digital_retention,False,C1,SMS,2G=0 … 5G=3: +0.025 — Increases predicted churn risk; log1p(monthly spend): +0.022 — Increases predicted churn risk
227,0.1053,0.2704,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008947,app_push,digital_retention,False,C1,SMS,≥2 ecosystem + modern network: +0.016 — Increases predicted churn risk; Count ecosystem yes (capable): +0.011 — Increases predicted churn risk
237,0.1053,0.5494,Low,Low VAS penetration (1–2 products),"Stickiness Cross-sell: 7-day international roaming pass + super-app financial wallet activation with 50,000 Toman cashback on first bill payment via wallet.",R06_VAS_PARTIAL,P4,4.0008947,app_push,digital_retention,False,C1,SMS,SIM tenure months: +0.022 — Increases predicted churn risk; Customer age: +0.013 — Increases predicted churn risk
242,0.1053,0.1812,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008947,SMS,digital_retention,False,C1,app_push,log1p(monthly spend): +0.029 — Increases predicted churn risk; 2G=0 … 5G=3: +0.024 — Increases predicted churn risk
247,0.1053,0.7344,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008947,SMS,digital_retention,False,C1,app_push,"Capable, VoLTE=no: +0.019 — VoLTE non-adoption raises risk; Monthly bill vs lifetime ARPU: +0.007 — Spend spike vs history raises risk"
264,0.1053,0.0194,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008947,SMS,monitor_only,False,C0,,≥2 ecosystem + modern network: +0.017 — Increases predicted churn risk; Sum Hamrah Man+Rubika+EWANO+VoLTE yes: +0.006 — Low digital engagement raises risk
284,0.1053,0.9221,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008947,SMS,digital_retention,False,C1,app_push,"Prepaid SIM: +0.056 — Prepaid segment associated with higher churn risk; Capable, VoLTE=no: +0.019 — VoLTE non-adoption raises risk"
293,0.1053,0.4408,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008947,SMS,monitor_only,False,C0,,2G=0 … 5G=3: +0.025 — Increases predicted churn risk; Normalized monthly + lifetime ARPU blend: +0.007 — Increases predicted churn risk
374,0.1053,0.7855,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008947,SMS,digital_retention,False,C1,app_push,2G=0 … 5G=3: +0.025 — Increases predicted churn risk; log1p(monthly spend): +0.015 — Increases predicted churn risk
376,0.1053,0.0037,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008947,SMS,monitor_only,False,C0,,≥2 ecosystem + modern network: +0.016 — Increases predicted churn risk; Monthly bill vs lifetime ARPU: +0.008 — Spend spike vs history raises risk
380,0.1053,0.9147,Low,Low VAS penetration (1–2 products),"Stickiness Cross-sell: 7-day international roaming pass + super-app financial wallet activation with 50,000 Toman cashback on first bill payment via wallet.",R06_VAS_PARTIAL,P4,4.0008947,app_push,digital_retention,False,C1,SMS,2G=0 … 5G=3: +0.023 — Increases predicted churn risk; SIM tenure months: +0.015 — Increases predicted churn risk
381,0.1053,0.0779,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008947,SMS,monitor_only,False,C0,,2G=0 … 5G=3: +0.020 — Increases predicted churn risk; Monthly bill vs lifetime ARPU: +0.007 — Spend spike vs history raises risk
423,0.1053,0.4281,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008947,SMS,digital_retention,False,C1,app_push,2G=0 … 5G=3: +0.022 — Increases predicted churn risk; log1p(monthly spend): +0.015 — Increases predicted churn risk
431,0.1053,0.0712,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008947,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.056 — Prepaid segment associated with higher churn risk; Monthly bill vs lifetime ARPU: +0.012 — Spend spike vs history raises risk
453,0.1053,0.6222,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008947,app_push,digital_retention,False,C1,SMS,Prepaid SIM: +0.040 — Prepaid segment associated with higher churn risk; Count ecosystem yes (capable): +0.011 — Increases predicted churn risk
457,0.1053,0.1203,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008947,SMS,digital_retention,False,C1,app_push,2G=0 … 5G=3: +0.023 — Increases predicted churn risk; Cumulative spend per month of tenure: +0.011 — Increases predicted churn risk
484,0.1053,0.2787,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008947,app_push,digital_retention,False,C1,SMS,log1p(monthly spend): +0.034 — Increases predicted churn risk; 2G=0 … 5G=3: +0.025 — Increases predicted churn risk
486,0.1053,0.4958,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008947,SMS,digital_retention,False,C1,app_push,"Capable, VoLTE=no: +0.027 — VoLTE non-adoption raises risk; 2G=0 … 5G=3: +0.022 — Increases predicted churn risk"
489,0.1053,0.07,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008947,SMS,digital_retention,False,C1,app_push,SIM tenure months: +0.065 — Increases predicted churn risk; Tenure stage 0=new … 4=loyal: +0.020 — Increases predicted churn risk
497,0.1053,0.0214,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008947,SMS,monitor_only,False,C0,,Prepaid SIM: +0.045 — Prepaid segment associated with higher churn risk; 4G/5G but low ecosystem count: +0.002 — Increases predicted churn risk
520,0.1053,0.7629,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008947,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.071 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.012 — Increases predicted churn risk
550,0.1053,0.9225,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008947,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.068 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.014 — Increases predicted churn risk
551,0.1053,0.0539,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008947,SMS,digital_retention,False,C1,app_push,2G=0 … 5G=3: +0.023 — Increases predicted churn risk; log1p(monthly spend): +0.021 — Increases predicted churn risk
591,0.1053,0.3212,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008947,app_push,digital_retention,False,C1,SMS,2G=0 … 5G=3: +0.026 — Increases predicted churn risk; log1p(monthly spend): +0.025 — Increases predicted churn risk
746,0.1053,0.079,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008947,app_push,digital_retention,False,C1,SMS,log1p(monthly spend): +0.026 — Increases predicted churn risk; Normalized monthly + lifetime ARPU blend: +0.023 — Increases predicted churn risk
771,0.1053,0.7158,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008947,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.072 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.017 — Increases predicted churn risk
789,0.1053,0.3702,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008947,SMS,digital_retention,False,C1,app_push,"Capable, VoLTE=no: +0.017 — VoLTE non-adoption raises risk; ≥2 ecosystem + modern network: +0.015 — Increases predicted churn risk"
806,0.1053,0.0677,Low,VoLTE not adopted (data-capable),VoLTE Activation Push: one-tap provisioning SMS + 5GB bonus data after first successful VoLTE call within 14 days (tracked via network provisioning).,R03_VOLTE_ENABLE,P4,4.0008947,SMS,digital_retention,False,C1,app_push,"Capable, VoLTE=no: +0.028 — VoLTE non-adoption raises risk; Count ecosystem yes (capable): +0.018 — Increases predicted churn risk"
839,0.1053,0.6445,Low,Multi-product ecosystem power user,"VIP Loyalty Preservation: premium bundle retention, priority support queue, cross-product rewards (Rubika + EWANO + Hamrah Man), no aggressive discounting.",R12_ECOSYSTEM_POWER_USER,P4,4.0008947,app_push,digital_retention,False,C1,SMS,Prepaid SIM: +0.041 — Prepaid segment associated with higher churn risk; Count ecosystem yes (capable): +0.008 — Increases predicted churn risk
842,0.1053,0.7951,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008947,SMS,digital_retention,False,C1,app_push,log1p(monthly spend): +0.026 — Increases predicted churn risk; Count ecosystem yes (capable): +0.024 — Increases predicted churn risk
862,0.1053,0.0058,Low,High monthly spend or bill spike vs history,Bill Shock Prevention: proactive SMS with itemized spend + optional plan downgrade or 15% discount on next monthly invoice for 6-month stay commitment (digital accept).,R05_BILL_SHOCK,P4,4.0008947,SMS,digital_retention,False,C1,app_push,"Capable, VoLTE=no: +0.022 — VoLTE non-adoption raises risk; 2G=0 … 5G=3: +0.021 — Increases predicted churn risk"
908,0.1053,0.0723,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008947,SMS,monitor_only,False,C0,,SIM tenure months: +0.014 — Increases predicted churn risk; Sum Hamrah Man+Rubika+EWANO+VoLTE yes: +0.008 — Low digital engagement raises risk
926,0.1053,0.0446,Low,Low model risk,Monitor: include in quarterly digital health SMS (no outbound call).,R00_MONITOR,P4,4.0008947,SMS,monitor_only,False,C0,,Prepaid SIM: +0.039 — Prepaid segment associated with higher churn risk; Gender male: +0.004 — Increases predicted churn risk
940,0.1053,0.3935,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008947,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.073 — Prepaid segment associated with higher churn risk; SIM tenure months: +0.014 — Increases predicted churn risk
981,0.1053,0.2116,Low,Legacy 2G / voice-centric line,Legacy Migration Offer: free SIM swap + 3-month introductory 4G data pack (5GB/month) at 40% discount when upgrading network generation in-store or app.,R07_LEGACY_2G,P4,4.0008947,SMS,digital_retention,False,C1,app_push,Prepaid SIM: +0.072 — Prepaid segment associated with higher churn risk; Gender male: +0.004 — Increases predicted churn risk
